file_path,method_name,start_line,end_line,cc,lloc,scloc,comments,calculated_length,volume,difficulty,effort,time,bugs,smell_label,ml_confidence,repo_name,coverage_percent,coverage_bucket,risk_category,recommendations
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/serving.py,run_wsgi,248,393,5,101,103,24,80,460.3910001730776,8.402439024390244,3868.407306332322,214.91151701846235,0.1534636667243591,HIGH,0.9194,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/utils.py,send_file,312,528,35,93,110,13,92,499.216357432593,9.242424242424242,4613.969364149723,256.3316313416513,0.166405452477531,HIGH,0.8974,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/routing/matcher.py,match,69,202,6,87,95,25,92,508.1676999572452,8.472222222222221,4305.309680193327,239.1838711218515,0.1693892333190817,HIGH,0.9186,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/routing/rules.py,_compile_builder,740,838,6,71,78,16,64,335.86736086038945,6.362068965517241,2136.811313060064,118.71173961444798,0.1119557869534631,HIGH,0.9891,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/middleware/http_proxy.py,proxy_to,103,223,3,70,94,4,44,220.0,4.666666666666667,1026.6666666666667,57.03703703703704,0.0733333333333333,HIGH,0.9959,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/test.py,__init__,298,394,4,68,89,0,61,293.24865024551383,5.454545454545454,1599.538092248257,88.86322734712539,0.0977495500818379,HIGH,0.9928,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/http.py,parse_options_header,417,569,19,66,54,25,81,425.0821285889304,9.107142857142858,3871.283671077759,215.0713150598755,0.1416940428629768,HIGH,0.9466,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/middleware/http_proxy.py,application,110,221,3,66,88,3,44,220.0,4.666666666666667,1026.6666666666667,57.03703703703704,0.0733333333333333,HIGH,0.9962,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/sansio/multipart.py,next_event,140,223,7,63,66,9,65,348.24088030017543,6.935483870967742,2415.2190085334746,134.17883380741526,0.1160802934333918,HIGH,0.9829,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/routing/rules.py,_parse_rule,606,697,6,59,83,3,68,359.4073508826329,6.3,2264.266310560587,125.7925728089215,0.1198024502942109,HIGH,0.982,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/test.py,stream_encode_multipart,54,141,12,59,69,1,31,136.16184010614157,5.0,680.8092005307078,37.822733362817104,0.0453872800353805,HIGH,0.9946,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/debug/tbtools.py,_process_traceback,126,217,21,57,65,7,39,176.41891628622352,5.6875,1003.3825863778962,55.74347702099424,0.0588063054287411,HIGH,0.9927,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/routing/matcher.py,_match,79,166,6,55,61,21,71,369.87118895965546,8.703703703703704,3219.249237241446,178.847179846747,0.1232903963198851,HIGH,0.946,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/routing/map.py,match,492,664,7,50,71,1,32,138.3016990363956,3.5,484.0559466273846,26.8919970348547,0.0461005663454652,HIGH,0.9879,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/serving.py,__init__,711,812,7,49,72,15,48,240.0,5.333333333333333,1280.0,71.11111111111111,0.08,HIGH,0.9895,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/debug/__init__.py,get_machine_id,51,126,2,48,53,8,24,101.95026032264605,2.1333333333333333,217.4938886883116,12.082993816017307,0.0339834201075486,HIGH,0.916,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/examples/plnt/sync.py,sync,17,100,24,48,51,18,59,305.0255750850964,3.8,1159.0971853233664,64.39428807352036,0.1016751916950321,HIGH,0.986,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/test.py,get_environ,667,753,4,45,66,3,18,64.52932501298082,2.0,129.05865002596164,7.169925001442313,0.0215097750043269,HIGH,0.9065,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/debug/__init__.py,get_pin_and_cookie_name,142,226,15,44,50,16,32,146.71880002307702,6.3,924.3284401453852,51.35158000807696,0.048906266674359,HIGH,0.9665,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/http.py,parse_range_header,790,846,16,43,44,0,39,178.81353752812512,7.5,1341.1015314609383,74.50564063671881,0.059604512509375,HIGH,0.9487,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/formparser.py,parse,351,415,5,42,56,2,28,118.9419703764204,4.153846153846154,494.066646178977,27.448147009943167,0.0396473234588067,HIGH,0.9566,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
/home/karthikpk/project-workspace/workspace/target-repos/werkzeug/src/werkzeug/debug/__init__.py,_generate,57,123,2,42,47,8,21,85.83671966625714,2.1538461538461537,184.87908851193845,10.27106047288547,0.0286122398887523,HIGH,0.7621,werkzeug,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Consider decomposing this method; add focused unit tests per responsibility
